subject,TR,experiment,Model,Manufacturer
VUIISXNAT04_S17171,3.0,VUIISXNAT04_E231457,Ingenia,Philips
VUIISXNAT04_S17135,3.005,VUIISXNAT04_E231519,Achieva,Philips
VUIISXNAT04_S17135,3.0,VUIISXNAT04_E231232,Achieva,Philips
VUIISXNAT04_S17135,3.0,VUIISXNAT04_E231737,Prisma,Siemens
VUIISXNAT04_S17628,3.0,VUIISXNAT04_E232309,Prisma_fit,Siemens
VUIISXNAT04_S17030,3.00044,VUIISXNAT04_E231059,Achieva,Philips
VUIISXNAT04_S17030,3.0,VUIISXNAT04_E230940,Achieva,Philips
VUIISXNAT04_S17030,3.0,VUIISXNAT04_E231214,Achieva,Philips
VUIISXNAT04_S17030,3.00044,VUIISXNAT04_E231368,Achieva,Philips
VUIISXNAT04_S17117,3.0,VUIISXNAT04_E231274,Ingenia,Philips
VUIISXNAT04_S17117,3.0,VUIISXNAT04_E231027,Ingenia,Philips
VUIISXNAT04_S17695,3.0,VUIISXNAT04_E232582,Prisma_fit,Siemens
VUIISXNAT04_S17167,3.0,VUIISXNAT04_E231412,Achieva,Philips
VUIISXNAT04_S17190,2.925,VUIISXNAT04_E231602,Signa_HDxt,GE
VUIISXNAT04_S17190,3.0,VUIISXNAT04_E232061,Skyra,Siemens
VUIISXNAT04_S16977,3.0,VUIISXNAT04_E232065,Ingenia_Elition_X,Philips
VUIISXNAT04_S16977,3.0,VUIISXNAT04_E230885,Achieva,Philips
VUIISXNAT04_S16977,3.0,VUIISXNAT04_E231373,Achieva,Philips
VUIISXNAT04_S16977,3.0,VUIISXNAT04_E232354,Achieva_dStream,Philips
VUIISXNAT04_S16977,3.0,VUIISXNAT04_E231508,Achieva,Philips
VUIISXNAT04_S16977,3.0,VUIISXNAT04_E231757,Achieva,Philips
VUIISXNAT04_S16977,3.0,VUIISXNAT04_E231610,Achieva,Philips
VUIISXNAT04_S17278,3.0,VUIISXNAT03_E230692,Ingenia,Philips
VUIISXNAT04_S17362,3.0,VUIISXNAT04_E231909,DISCOVERY_MR750,GE
VUIISXNAT04_S17518,0.607,VUIISXNAT04_E232104,Prisma_fit,Siemens
VUIISXNAT04_S17480,3.0,VUIISXNAT04_E232198,Prisma_fit,Siemens
VUIISXNAT04_S17480,3.0,VUIISXNAT04_E232046,Prisma_fit,Siemens
VUIISXNAT04_S17480,3.0,VUIISXNAT04_E232741,Prisma_fit,Siemens
VUIISXNAT04_S17172,3.0,VUIISXNAT04_E231458,Ingenia,Philips
VUIISXNAT04_S17371,3.0,VUIISXNAT04_E232238,DISCOVERY_MR750,GE
VUIISXNAT04_S17371,3.0,VUIISXNAT04_E231918,DISCOVERY_MR750,GE
VUIISXNAT04_S17371,3.0,VUIISXNAT04_E232793,DISCOVERY_MR750,GE
VUIISXNAT04_S17400,3.0,VUIISXNAT04_E232673,DISCOVERY_MR750w,GE
VUIISXNAT04_S17400,3.0,VUIISXNAT04_E232279,DISCOVERY_MR750w,GE
VUIISXNAT04_S17400,3.0,VUIISXNAT04_E231960,DISCOVERY_MR750w,GE
VUIISXNAT04_S17485,3.0,VUIISXNAT04_E232051,Verio,Siemens
VUIISXNAT04_S17178,3.0,VUIISXNAT04_E231501,Signa_HDxt,GE
VUIISXNAT04_S17178,0.607,VUIISXNAT04_E231696,Prisma,Siemens
VUIISXNAT04_S17178,0.607,VUIISXNAT04_E232536,Prisma,Siemens
VUIISXNAT04_S17178,0.607,VUIISXNAT04_E231813,Prisma,Siemens
VUIISXNAT04_S17035,3.005,VUIISXNAT04_E231626,Achieva,Philips
VUIISXNAT04_S17035,3.0,VUIISXNAT04_E231094,Achieva,Philips
VUIISXNAT04_S17035,3.00044,VUIISXNAT04_E231496,Achieva,Philips
VUIISXNAT04_S17035,3.0,VUIISXNAT04_E231823,Prisma,Siemens
VUIISXNAT04_S17035,3.0,VUIISXNAT04_E231183,Achieva,Philips
VUIISXNAT04_S17035,3.0,VUIISXNAT04_E231378,Achieva,Philips
VUIISXNAT04_S17035,3.0,VUIISXNAT04_E232683,Prisma,Siemens
VUIISXNAT04_S17035,3.0,VUIISXNAT04_E231726,Prisma,Siemens
VUIISXNAT04_S17035,3.0,VUIISXNAT04_E230945,Achieva,Philips
VUIISXNAT04_S17590,3.0,VUIISXNAT04_E232250,DISCOVERY_MR750,GE
VUIISXNAT04_S17590,3.0,VUIISXNAT04_E232648,DISCOVERY_MR750,GE
VUIISXNAT04_S17730,3.0,VUIISXNAT04_E232676,Prisma_fit,Siemens
VUIISXNAT04_S17088,3.0,VUIISXNAT04_E232430,Achieva_dStream,Philips
VUIISXNAT04_S17088,3.0,VUIISXNAT04_E231956,Achieva_dStream,Philips
VUIISXNAT04_S17088,3.0,VUIISXNAT04_E231140,Achieva,Philips
VUIISXNAT04_S17088,3.0,VUIISXNAT04_E230998,Achieva,Philips
VUIISXNAT04_S17088,3.0,VUIISXNAT04_E231319,Achieva,Philips
VUIISXNAT04_S17088,3.0,VUIISXNAT04_E232660,Achieva_dStream,Philips
VUIISXNAT04_S17088,3.0,VUIISXNAT04_E231582,Achieva,Philips
VUIISXNAT04_S17088,3.0,VUIISXNAT04_E232269,Achieva_dStream,Philips
VUIISXNAT04_S17088,3.0,VUIISXNAT04_E231440,Achieva,Philips
VUIISXNAT04_S17390,3.0,VUIISXNAT04_E232252,DISCOVERY_MR750w,GE
VUIISXNAT04_S17390,3.0,VUIISXNAT04_E231937,DISCOVERY_MR750w,GE
VUIISXNAT04_S17239,3.0,VUIISXNAT04_E231766,DISCOVERY_MR750,GE
VUIISXNAT04_S17380,3.0,VUIISXNAT04_E231927,DISCOVERY_MR750,GE
VUIISXNAT04_S17287,3.0,VUIISXNAT04_E231820,Prisma_fit,Siemens
VUIISXNAT04_S17434,3.0,VUIISXNAT04_E231995,Prisma,Siemens
VUIISXNAT04_S17434,0.607,VUIISXNAT04_E232701,Prisma,Siemens
VUIISXNAT04_S17395,3.0,VUIISXNAT04_E231942,DISCOVERY_MR750w,GE
VUIISXNAT04_S17395,0.607,VUIISXNAT04_E232640,Prisma_fit,Siemens
VUIISXNAT04_S17395,3.0,VUIISXNAT04_E232255,DISCOVERY_MR750w,GE
VUIISXNAT04_S17618,3.0,VUIISXNAT04_E232552,SIGNA_Premier,GE
VUIISXNAT04_S17618,3.0,VUIISXNAT04_E232294,DISCOVERY_MR750w,GE
VUIISXNAT04_S17466,0.607,VUIISXNAT04_E232190,Prisma_fit,Siemens
VUIISXNAT04_S17466,0.607,VUIISXNAT04_E232732,Prisma_fit,Siemens
VUIISXNAT04_S17466,0.607,VUIISXNAT04_E232032,Prisma_fit,Siemens
VUIISXNAT04_S16991,3.001,VUIISXNAT04_E231482,Intera,Philips
VUIISXNAT04_S16991,3.0,VUIISXNAT04_E231161,Intera,Philips
VUIISXNAT04_S16991,3.001,VUIISXNAT04_E231034,Intera,Philips
VUIISXNAT04_S16991,3.001,VUIISXNAT04_E231338,Intera,Philips
VUIISXNAT04_S16991,3.0,VUIISXNAT04_E231680,Prisma_fit,Siemens
VUIISXNAT04_S16991,3.001,VUIISXNAT04_E230901,Intera,Philips
VUIISXNAT04_S17361,3.0,VUIISXNAT04_E232785,Ingenia,Philips
VUIISXNAT04_S17361,3.0,VUIISXNAT04_E232217,Ingenia,Philips
VUIISXNAT04_S17361,3.0,VUIISXNAT04_E231908,Ingenia,Philips
VUIISXNAT04_S17361,3.0,VUIISXNAT04_E232422,Ingenia,Philips
VUIISXNAT04_S16997,3.004,VUIISXNAT04_E231485,Intera,Philips
VUIISXNAT04_S16997,3.001,VUIISXNAT04_E231172,Intera,Philips
VUIISXNAT04_S16997,3.001,VUIISXNAT04_E231040,Intera,Philips
VUIISXNAT04_S16997,3.0,VUIISXNAT04_E231692,Prisma_fit,Siemens
VUIISXNAT04_S16997,3.001,VUIISXNAT04_E231355,Intera,Philips
VUIISXNAT04_S16997,3.025,VUIISXNAT04_E231630,Intera,Philips
VUIISXNAT04_S16997,3.0,VUIISXNAT04_E231687,Prisma_fit,Siemens
VUIISXNAT04_S16997,0.607,VUIISXNAT04_E232340,Prisma_fit,Siemens
VUIISXNAT04_S16997,3.001,VUIISXNAT04_E230907,Intera,Philips
VUIISXNAT04_S17417,3.0,VUIISXNAT04_E232541,Skyra,Siemens
VUIISXNAT04_S17417,3.0,VUIISXNAT04_E232139,Skyra,Siemens
VUIISXNAT04_S17417,3.0,VUIISXNAT04_E231978,Skyra,Siemens
VUIISXNAT04_S17002,3.0,VUIISXNAT04_E231042,Intera,Philips
VUIISXNAT04_S17002,0.607,VUIISXNAT04_E232342,Prisma_fit,Siemens
VUIISXNAT04_S17002,3.0,VUIISXNAT04_E231693,Prisma_fit,Siemens
VUIISXNAT04_S17002,3.004,VUIISXNAT04_E231493,Intera,Philips
VUIISXNAT04_S17002,3.001,VUIISXNAT04_E231175,Intera,Philips
VUIISXNAT04_S17002,3.001,VUIISXNAT04_E231348,Intera,Philips
VUIISXNAT04_S17002,3.025,VUIISXNAT04_E231653,Intera,Philips
VUIISXNAT04_S17002,3.001,VUIISXNAT04_E230912,Intera,Philips
VUIISXNAT04_S17002,3.0,VUIISXNAT04_E231712,Prisma_fit,Siemens
VUIISXNAT04_S17061,3.0,VUIISXNAT04_E231271,Achieva,Philips
VUIISXNAT04_S17061,3.0,VUIISXNAT04_E231389,Achieva,Philips
VUIISXNAT04_S17061,3.0,VUIISXNAT04_E230971,Achieva,Philips
VUIISXNAT04_S17061,3.0,VUIISXNAT04_E231134,Achieva,Philips
VUIISXNAT04_S17124,3.0,VUIISXNAT04_E231226,Achieva,Philips
VUIISXNAT04_S17124,3.0,VUIISXNAT04_E231107,Achieva,Philips
VUIISXNAT04_S17124,3.0,VUIISXNAT04_E231544,Achieva,Philips
VUIISXNAT04_S17020,3.0,VUIISXNAT04_E232334,Prisma,Siemens
VUIISXNAT04_S17020,3.0,VUIISXNAT04_E231498,Achieva,Philips
VUIISXNAT04_S17020,3.0,VUIISXNAT04_E230930,Achieva,Philips
VUIISXNAT04_S17020,3.0,VUIISXNAT04_E231725,Prisma,Siemens
VUIISXNAT04_S17020,3.005,VUIISXNAT04_E231647,Achieva,Philips
VUIISXNAT04_S17020,3.0,VUIISXNAT04_E231104,Achieva,Philips
VUIISXNAT04_S17020,3.0,VUIISXNAT04_E231189,Achieva,Philips
VUIISXNAT04_S17700,3.0,VUIISXNAT04_E232588,DISCOVERY_MR750,GE
VUIISXNAT04_S17668,0.607,VUIISXNAT04_E232705,Prisma,Siemens
VUIISXNAT04_S17668,0.607,VUIISXNAT04_E232477,Prisma,Siemens
VUIISXNAT04_S17649,3.0,VUIISXNAT04_E232353,Skyra,Siemens
VUIISXNAT04_S17016,3.0,VUIISXNAT04_E230926,Ingenia,Philips
VUIISXNAT04_S17016,3.0,VUIISXNAT04_E231360,Ingenia,Philips
VUIISXNAT04_S17016,3.0,VUIISXNAT04_E231182,Ingenia,Philips
VUIISXNAT04_S17016,3.0,VUIISXNAT04_E231052,Ingenia,Philips
VUIISXNAT04_S17209,3.0,VUIISXNAT04_E231702,DISCOVERY_MR750,GE
VUIISXNAT04_S17536,3.0,VUIISXNAT04_E232141,Skyra,Siemens
VUIISXNAT04_S17493,3.0,VUIISXNAT04_E232063,Skyra,Siemens
VUIISXNAT04_S17537,3.0,VUIISXNAT04_E232142,Skyra,Siemens
VUIISXNAT04_S17718,3.0,VUIISXNAT04_E232637,DISCOVERY_MR750,GE
VUIISXNAT04_S17418,3.0,VUIISXNAT04_E232145,Prisma_fit,Siemens
VUIISXNAT04_S17418,3.0,VUIISXNAT04_E232623,Prisma_fit,Siemens
VUIISXNAT04_S17418,3.0,VUIISXNAT04_E231979,Prisma_fit,Siemens
VUIISXNAT04_S17707,0.607,VUIISXNAT04_E232609,Prisma_fit,Siemens
VUIISXNAT04_S17160,3.0,VUIISXNAT04_E231316,Achieva,Philips
VUIISXNAT04_S17160,3.0,VUIISXNAT04_E231571,Achieva,Philips
VUIISXNAT04_S17441,0.607,VUIISXNAT04_E232404,Prisma,Siemens
VUIISXNAT04_S17441,0.607,VUIISXNAT04_E232703,Prisma,Siemens
VUIISXNAT04_S17441,3.0,VUIISXNAT04_E232002,Prisma,Siemens
VUIISXNAT04_S17114,3.0,VUIISXNAT04_E231024,Achieva,Philips
VUIISXNAT04_S17114,3.0,VUIISXNAT04_E231154,Achieva,Philips
VUIISXNAT04_S17114,3.0,VUIISXNAT04_E231321,Achieva,Philips
VUIISXNAT04_S17082,3.0,VUIISXNAT04_E230992,Achieva,Philips
VUIISXNAT04_S17082,3.0,VUIISXNAT04_E231397,Achieva,Philips
VUIISXNAT04_S17082,3.0,VUIISXNAT04_E231277,Achieva,Philips
VUIISXNAT04_S17082,3.0,VUIISXNAT04_E231138,Achieva,Philips
VUIISXNAT04_S17677,3.0,VUIISXNAT04_E232511,DISCOVERY_MR750,GE
VUIISXNAT04_S17459,3.0,VUIISXNAT04_E232021,Prisma_fit,Siemens
VUIISXNAT04_S17722,3.0,VUIISXNAT04_E232644,DISCOVERY_MR750,GE
VUIISXNAT04_S17512,0.607,VUIISXNAT04_E232096,Prisma_fit,Siemens
VUIISXNAT04_S17169,3.0,VUIISXNAT04_E231947,DISCOVERY_MR750,GE
VUIISXNAT04_S17169,3.0,VUIISXNAT04_E231438,Ingenia,Philips
VUIISXNAT04_S17654,3.0,VUIISXNAT04_E232371,Achieva,Philips
VUIISXNAT04_S17545,0.788,VUIISXNAT04_E232154,Skyra,Siemens
VUIISXNAT04_S17379,3.0,VUIISXNAT04_E231926,DISCOVERY_MR750,GE
VUIISXNAT04_S16983,3.0,VUIISXNAT04_E231422,Intera,Philips
VUIISXNAT04_S16983,3.0,VUIISXNAT04_E230891,Intera,Philips
VUIISXNAT04_S16983,3.0,VUIISXNAT04_E231606,Intera,Philips
VUIISXNAT04_S17667,0.607,VUIISXNAT04_E232704,Prisma,Siemens
VUIISXNAT04_S17667,0.607,VUIISXNAT04_E232476,Prisma,Siemens
VUIISXNAT04_S17662,0.607,VUIISXNAT04_E232462,Prisma_fit,Siemens
VUIISXNAT04_S17662,0.607,VUIISXNAT04_E232454,Prisma_fit,Siemens
VUIISXNAT04_S17580,3.0,VUIISXNAT04_E232230,Prisma_fit,Siemens
VUIISXNAT04_S17580,3.0,VUIISXNAT04_E232581,Prisma_fit,Siemens
VUIISXNAT04_S17206,3.0,VUIISXNAT04_E231694,Prisma,Siemens
VUIISXNAT04_S17206,3.0,VUIISXNAT04_E232389,Prisma,Siemens
VUIISXNAT04_S17696,3.0,VUIISXNAT04_E232584,Prisma_fit,Siemens
VUIISXNAT04_S17410,3.0,VUIISXNAT04_E232136,Skyra,Siemens
VUIISXNAT04_S17410,3.0,VUIISXNAT04_E231971,Skyra,Siemens
VUIISXNAT04_S17481,3.0,VUIISXNAT04_E232409,Prisma_fit,Siemens
VUIISXNAT04_S17481,3.0,VUIISXNAT04_E232047,Prisma_fit,Siemens
VUIISXNAT04_S17555,3.0,VUIISXNAT04_E232174,Prisma_fit,Siemens
VUIISXNAT04_S17697,0.607,VUIISXNAT04_E232585,MAGNETOM_Vida,Siemens
VUIISXNAT04_S17217,0.607,VUIISXNAT04_E232525,Prisma,Siemens
VUIISXNAT04_S17217,0.607,VUIISXNAT04_E231711,Prisma,Siemens
VUIISXNAT04_S17217,0.607,VUIISXNAT04_E231733,Prisma,Siemens
VUIISXNAT04_S17757,3.0,VUIISXNAT04_E232770,Skyra_fit,Siemens
VUIISXNAT04_S17465,3.0,VUIISXNAT04_E232031,DISCOVERY_MR750,GE
VUIISXNAT04_S17465,3.0,VUIISXNAT04_E232189,DISCOVERY_MR750,GE
VUIISXNAT04_S17710,0.607,VUIISXNAT04_E232613,Prisma_fit,Siemens
VUIISXNAT04_S17484,3.0,VUIISXNAT04_E232199,Prisma_fit,Siemens
VUIISXNAT04_S17484,3.0,VUIISXNAT04_E232050,Prisma_fit,Siemens
VUIISXNAT04_S17484,3.0,VUIISXNAT04_E232743,Prisma_fit,Siemens
VUIISXNAT04_S17731,0.607,VUIISXNAT04_E232677,Prisma,Siemens
VUIISXNAT04_S17118,3.0,VUIISXNAT04_E231028,Achieva,Philips
VUIISXNAT04_S17118,3.0,VUIISXNAT04_E231593,Achieva,Philips
VUIISXNAT04_S17118,3.0,VUIISXNAT04_E231293,Achieva,Philips
VUIISXNAT04_S17118,3.0,VUIISXNAT04_E231155,Achieva,Philips
VUIISXNAT04_S17749,3.0,VUIISXNAT04_E232754,DISCOVERY_MR750,GE
VUIISXNAT04_S17732,3.0,VUIISXNAT04_E232678,Prisma_fit,Siemens
VUIISXNAT04_S17052,3.0,VUIISXNAT04_E231369,Achieva,Philips
VUIISXNAT04_S17052,3.0,VUIISXNAT04_E230962,Achieva,Philips
VUIISXNAT04_S17052,3.0,VUIISXNAT04_E231204,Achieva,Philips
VUIISXNAT04_S17448,3.0,VUIISXNAT04_E232010,Prisma_fit,Siemens
VUIISXNAT04_S17448,3.0,VUIISXNAT04_E232713,Prisma_fit,Siemens
VUIISXNAT04_S17336,3.0,VUIISXNAT04_E231878,Prisma,Siemens
VUIISXNAT04_S17637,0.607,VUIISXNAT04_E232605,Prisma_fit,Siemens
VUIISXNAT04_S17637,0.607,VUIISXNAT04_E232318,Prisma_fit,Siemens
VUIISXNAT04_S17283,0.607,VUIISXNAT04_E231815,Prisma,Siemens
VUIISXNAT04_S17299,3.0,VUIISXNAT04_E232554,Skyra,Siemens
VUIISXNAT04_S17299,3.0,VUIISXNAT04_E231836,Skyra,Siemens
VUIISXNAT04_S17039,3.0,VUIISXNAT04_E230949,GEMINI,Philips
VUIISXNAT04_S17039,3.0,VUIISXNAT04_E231208,GEMINI,Philips
VUIISXNAT04_S17039,3.0,VUIISXNAT04_E231399,Ingenuity,Philips
VUIISXNAT04_S17039,3.0,VUIISXNAT04_E231081,Ingenuity,Philips
VUIISXNAT04_S17189,3.0,VUIISXNAT04_E232060,Skyra,Siemens
VUIISXNAT04_S17189,3.0,VUIISXNAT04_E231747,Skyra,Siemens
VUIISXNAT04_S17189,2.925,VUIISXNAT04_E231601,Signa_HDxt,GE
VUIISXNAT04_S17471,0.607,VUIISXNAT04_E232037,Prisma_fit,Siemens
VUIISXNAT04_S17408,3.0,VUIISXNAT04_E231969,Prisma_fit,Siemens
VUIISXNAT04_S17138,3.0,VUIISXNAT04_E231244,GEMINI,Philips
VUIISXNAT04_S17274,3.0,VUIISXNAT04_E231803,Prisma,Siemens
VUIISXNAT04_S17101,3.0,VUIISXNAT04_E231307,Achieva,Philips
VUIISXNAT04_S17101,3.0,VUIISXNAT04_E231011,Achieva,Philips
VUIISXNAT04_S17101,3.0,VUIISXNAT04_E231145,Achieva,Philips
VUIISXNAT04_S17101,3.0,VUIISXNAT04_E231444,Achieva,Philips
VUIISXNAT04_S17101,3.0,VUIISXNAT04_E231955,Achieva_dStream,Philips
VUIISXNAT04_S17101,3.0,VUIISXNAT04_E231654,Achieva_dStream,Philips
VUIISXNAT04_S17101,3.0,VUIISXNAT04_E231574,Achieva,Philips
VUIISXNAT04_S17437,0.607,VUIISXNAT04_E232470,Prisma,Siemens
VUIISXNAT04_S17437,3.0,VUIISXNAT04_E231998,Prisma,Siemens
VUIISXNAT04_S17437,0.607,VUIISXNAT04_E232702,Prisma,Siemens
VUIISXNAT04_S17437,0.607,VUIISXNAT04_E232157,Prisma,Siemens
VUIISXNAT04_S17055,3.0,VUIISXNAT04_E231227,Achieva,Philips
VUIISXNAT04_S17055,3.0,VUIISXNAT04_E231637,Achieva,Philips
VUIISXNAT04_S17055,3.0,VUIISXNAT04_E230965,Achieva,Philips
VUIISXNAT04_S17055,3.0,VUIISXNAT04_E231381,Achieva,Philips
VUIISXNAT04_S17055,3.0,VUIISXNAT04_E231530,Achieva,Philips
VUIISXNAT04_S17055,3.0,VUIISXNAT04_E231070,Achieva,Philips
VUIISXNAT04_S17349,3.0,VUIISXNAT04_E231896,Verio,Siemens
VUIISXNAT04_S17349,3.0,VUIISXNAT04_E232125,Verio,Siemens
VUIISXNAT04_S17655,3.0,VUIISXNAT04_E232384,DicomCleaner,NaN
VUIISXNAT04_S17359,3.0,VUIISXNAT04_E231906,Ingenia,Philips
VUIISXNAT04_S17123,3.0,VUIISXNAT04_E232642,DISCOVERY_MR750,GE
VUIISXNAT04_S17123,3.0,VUIISXNAT04_E231946,DISCOVERY_MR750,GE
VUIISXNAT04_S17123,3.0,VUIISXNAT04_E231417,Ingenia,Philips
VUIISXNAT04_S17123,3.0,VUIISXNAT04_E232481,DISCOVERY_MR750,GE
VUIISXNAT04_S17123,3.0,VUIISXNAT04_E231101,Ingenia,Philips
VUIISXNAT04_S17753,3.0,VUIISXNAT04_E232765,Skyra_fit,NaN
VUIISXNAT04_S17426,3.0,VUIISXNAT04_E231987,Skyra,Siemens
VUIISXNAT04_S17462,0.607,VUIISXNAT04_E232024,Prisma,Siemens
VUIISXNAT04_S17551,0.607,VUIISXNAT04_E232708,Prisma,Siemens
VUIISXNAT04_S17551,0.607,VUIISXNAT04_E232163,Prisma,Siemens
VUIISXNAT04_S17028,3.00044,VUIISXNAT04_E231511,Achieva,Philips
VUIISXNAT04_S17028,3.0,VUIISXNAT04_E231217,Achieva,Philips
VUIISXNAT04_S17028,3.0,VUIISXNAT04_E230938,Achieva,Philips
VUIISXNAT04_S17028,3.0,VUIISXNAT04_E231065,Achieva,Philips
VUIISXNAT04_S17344,3.0,VUIISXNAT04_E231891,TrioTim,Siemens
VUIISXNAT04_S17314,3.0,VUIISXNAT04_E231855,Verio,Siemens
VUIISXNAT04_S17314,3.0,VUIISXNAT04_E232007,Verio,Siemens
VUIISXNAT04_S17078,3.0,VUIISXNAT04_E231531,Achieva,Philips
VUIISXNAT04_S17078,3.0,VUIISXNAT04_E231109,Achieva,Philips
VUIISXNAT04_S17078,3.0,VUIISXNAT04_E231415,Achieva,Philips
VUIISXNAT04_S17078,3.0,VUIISXNAT04_E230988,Achieva,Philips
VUIISXNAT04_S17078,3.0,VUIISXNAT04_E231225,Achieva,Philips
VUIISXNAT04_S17013,3.0,VUIISXNAT04_E231492,Ingenia,Philips
VUIISXNAT04_S17013,3.0,VUIISXNAT04_E231180,Ingenia,Philips
VUIISXNAT04_S17013,3.0,VUIISXNAT04_E230923,Ingenia,Philips
VUIISXNAT04_S17013,3.0,VUIISXNAT04_E231377,Ingenia,Philips
VUIISXNAT04_S17013,3.0,VUIISXNAT04_E231055,Ingenia,Philips
VUIISXNAT04_S17550,0.607,VUIISXNAT04_E232162,Prisma,Siemens
VUIISXNAT04_S17431,3.0,VUIISXNAT04_E231992,Prisma,Siemens
VUIISXNAT04_S17110,3.0,VUIISXNAT04_E231156,Achieva,Philips
VUIISXNAT04_S17110,3.0,VUIISXNAT04_E231020,Achieva,Philips
VUIISXNAT04_S17110,3.0,VUIISXNAT04_E231465,Achieva,Philips
VUIISXNAT04_S17110,3.0,VUIISXNAT04_E231313,Achieva,Philips
VUIISXNAT04_S17301,3.0,VUIISXNAT04_E231838,DISCOVERY_MR750w,GE
VUIISXNAT04_S17301,3.0,VUIISXNAT04_E232120,DISCOVERY_MR750w,GE
VUIISXNAT04_S17116,3.0,VUIISXNAT04_E231327,Achieva,Philips
VUIISXNAT04_S17116,3.0,VUIISXNAT04_E231026,Achieva,Philips
VUIISXNAT04_S17116,3.0,VUIISXNAT04_E231581,Achieva_dStream,Philips
VUIISXNAT04_S17116,3.0,VUIISXNAT04_E231958,Achieva_dStream,Philips
VUIISXNAT04_S17091,3.0,VUIISXNAT04_E231553,Achieva,Philips
VUIISXNAT04_S17091,3.0,VUIISXNAT04_E231652,Achieva,Philips
VUIISXNAT04_S17091,3.0,VUIISXNAT04_E232758,Achieva,Philips
VUIISXNAT04_S17091,3.0,VUIISXNAT04_E231421,Achieva,Philips
VUIISXNAT04_S17091,3.0,VUIISXNAT04_E231139,Achieva,Philips
VUIISXNAT04_S17091,3.0,VUIISXNAT04_E231889,Achieva,Philips
VUIISXNAT04_S17091,3.0,VUIISXNAT04_E231001,Achieva,Philips
VUIISXNAT04_S17091,3.0,VUIISXNAT04_E231255,Achieva,Philips
VUIISXNAT04_S17477,3.0,VUIISXNAT04_E232739,Prisma_fit,Siemens
VUIISXNAT04_S17477,3.0,VUIISXNAT04_E232043,Prisma_fit,Siemens
VUIISXNAT04_S17368,3.0,VUIISXNAT04_E232224,DISCOVERY_MR750,GE
VUIISXNAT04_S17368,3.0,VUIISXNAT04_E231915,DISCOVERY_MR750,GE
VUIISXNAT04_S17505,3.0,VUIISXNAT04_E232086,TrioTim,Siemens
VUIISXNAT04_S17505,3.0,VUIISXNAT04_E232417,TrioTim,Siemens
VUIISXNAT04_S17614,3.0,VUIISXNAT04_E232290,DISCOVERY_MR750w,GE
VUIISXNAT04_S17614,3.0,VUIISXNAT04_E232555,SIGNA_Premier,GE
VUIISXNAT04_S17075,3.0,VUIISXNAT04_E231419,Achieva,Philips
VUIISXNAT04_S17075,3.0,VUIISXNAT04_E231552,Achieva,Philips
VUIISXNAT04_S17075,3.0,VUIISXNAT04_E230985,Achieva,Philips
VUIISXNAT04_S17075,3.0,VUIISXNAT04_E231310,Achieva,Philips
VUIISXNAT04_S17075,3.0,VUIISXNAT04_E231091,Achieva,Philips
VUIISXNAT04_S17469,0.607,VUIISXNAT04_E232735,Prisma_fit,Siemens
VUIISXNAT04_S17469,0.607,VUIISXNAT04_E232191,Prisma_fit,Siemens
VUIISXNAT04_S17469,0.607,VUIISXNAT04_E232035,Prisma_fit,Siemens
VUIISXNAT04_S16963,3.001,VUIISXNAT04_E231332,Intera,Philips
VUIISXNAT04_S16963,3.0,VUIISXNAT04_E230872,Intera,Philips
VUIISXNAT04_S16963,3.0,VUIISXNAT04_E230896,Prisma_fit,Siemens
VUIISXNAT04_S16963,3.001,VUIISXNAT04_E231466,Intera,Philips
VUIISXNAT04_S16963,0.607,VUIISXNAT04_E232333,Prisma_fit,Siemens
VUIISXNAT04_S16963,3.004,VUIISXNAT04_E231594,Intera,Philips
VUIISXNAT04_S17364,3.0,VUIISXNAT04_E231911,DISCOVERY_MR750,GE
VUIISXNAT04_S17364,3.0,VUIISXNAT04_E232787,DISCOVERY_MR750,GE
VUIISXNAT04_S17364,3.0,VUIISXNAT04_E232220,DISCOVERY_MR750,GE
VUIISXNAT04_S17403,3.0,VUIISXNAT04_E232521,DISCOVERY_MR750w,GE
VUIISXNAT04_S17403,3.0,VUIISXNAT04_E232486,SIGNA_Premier,GE
VUIISXNAT04_S17403,3.0,VUIISXNAT04_E231963,DISCOVERY_MR750w,GE
VUIISXNAT04_S17108,3.0,VUIISXNAT04_E231132,Achieva,Philips
VUIISXNAT04_S17108,3.0,VUIISXNAT04_E231018,Achieva,Philips
VUIISXNAT04_S17108,3.0,VUIISXNAT04_E231461,Achieva,Philips
VUIISXNAT04_S17108,3.0,VUIISXNAT04_E231295,Achieva,Philips
VUIISXNAT04_S17108,3.0,VUIISXNAT04_E231590,Achieva,Philips
VUIISXNAT04_S17460,3.0,VUIISXNAT04_E232022,Prisma_fit,Siemens
VUIISXNAT04_S17460,3.0,VUIISXNAT04_E232721,Prisma_fit,Siemens
VUIISXNAT04_S17328,0.607,VUIISXNAT04_E231869,Prisma_fit,Siemens
VUIISXNAT04_S16970,3.025,VUIISXNAT04_E231621,Intera,Philips
VUIISXNAT04_S16970,3.001,VUIISXNAT04_E231474,Intera,Philips
VUIISXNAT04_S16970,3.001,VUIISXNAT04_E231343,Intera,Philips
VUIISXNAT04_S16970,3.0,VUIISXNAT04_E230879,Intera,Philips
VUIISXNAT04_S17367,3.0,VUIISXNAT04_E231914,DISCOVERY_MR750,GE
